Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp
52.68,35.0,23942.61,109.22,Seamless optimal contingency,Heatherberg,Female,El Salvador,2016-06-20 02:25:12
72.03,31.0,60465.72,212.67,Extended local methodology,Lake Danielle,Male,Timor-Leste,2016-05-27 05:23:26
74.87,40.0,64147.86,162.43,Seamless intangible secured line,Taylormouth,Female,Bahamas,2016-04-27 04:28:17
67.36,33.0,63296.87,210.53,Focused multimedia implementation,New Teresa,Male,Bulgaria,2016-05-11 22:02:17
39.85,25.0,57877.15,195.89,Quality-focused hybrid frame,West Wendyland,Female,Moldova,2016-02-07 07:41:06
71.27,36.0,57846.68,171.9,Centralized asynchronous portal,Brownview,Female,Cyprus,2016-06-18 17:56:32
52.84,29.0,66574.0,238.63,Polarized 6thgeneration info-mediaries,West Kevinfurt,Male,Cambodia,2016-03-18 17:35:40
58.6,50.0,50960.08,127.2,Enterprise-wide foreground emulation,Morganport,Female,Micronesia,2016-01-30 04:38:41
60.7,49.0,65576.05,172.81,Centralized neutral neural-net,Hernandezchester,Female,Qatar,2016-04-10 00:13:47
70.2,28.0,45716.48,196.83,Compatible systemic function,New Darlene,Female,Poland,2016-02-03 23:47:56
55.6,29.0,44490.09,238.63,Function-based executive moderator,West Shannon,Male,Cambodia,2016-01-22 12:58:14
60.23,31.0,70495.64,212.67,Extended local methodology,Jonesshire,Male,France,2016-05-27 05:23:26
60.7,47.0,65576.05,226.69,Streamlined homogeneous analyzer,Wintersfort,Female,Eritrea,2016-04-25 07:30:21
38.65,45.0,65883.39,136.64,Enterprise-wide foreground emulation,Port Brittanyville,Male,Saint Helena,2016-07-11 13:23:37
88.89,50.0,65791.17,127.2,Enterprise-wide foreground emulation,Robertstown,Female,Micronesia,2016-01-30 04:38:41
53.38,40.0,62204.93,151.12,Managed impactful definition,Bakerhaven,Male,Bolivia,2016-06-09 21:43:05
39.25,24.0,68962.32,195.69,Proactive encompassing paradigm,Perezland,Female,Zambia,2016-06-24 21:09:58
76.44,28.0,45716.48,196.83,Universal incremental array,New Darlene,Male,Mayotte,2016-02-03 23:47:56
56.2,27.0,68962.32,239.22,Business-focused encompassing neural-net,North Derekville,Female,Bahamas,2016-06-24 21:09:58
88.89,43.0,52802.0,234.26,Polarized 6thgeneration info-mediaries,Morganport,Male,Cameroon,2016-04-24 13:42:15
42.44,36.0,57846.68,150.77,Public-key asynchronous matrix,New Rachel,Female,Jamaica,2016-06-18 17:56:32
51.95,33.0,55605.92,210.53,Seamless intangible secured line,East Aaron,Female,Rwanda,2016-06-28 12:51:02
48.22,35.0,23942.61,127.2,Seamless optimal contingency,Sherrishire,Female,Liberia,2016-04-26 21:45:50
69.35,38.0,47861.93,154.75,Enterprise-wide bi-directional secured line,North Ricardotown,Female,Liberia,2016-05-09 07:13:27
68.95,45.0,29359.2,196.17,Public-key asynchronous matrix,New Tinamouth,Female,Svalbard & Jan Mayen Islands,2016-07-23 05:21:39
44.11,38.0,63336.85,204.22,Assimilated homogeneous service-desk,West Justin,Male,Cameroon,2016-04-06 23:10:40
81.37,43.0,52802.0,145.96,Polarized 6thgeneration info-mediaries,Morganport,Male,Turkey,2016-04-24 13:42:15
58.6,50.0,65791.17,175.37,Enterprise-wide foreground emulation,Austinborough,Male,Niger,2016-03-28 19:48:37
70.09,31.0,27073.27,203.84,Managed disintermediate capability,Port Chasemouth,Male,France,2016-03-18 13:00:12
76.99,35.0,65791.17,148.93,Managed disintermediate matrices,North Kennethside,Male,Grenada,2016-01-05 04:18:46
91.43,51.0,66359.32,121.57,Managed well-modulated collaboration,Evansville,Female,Lebanon,2016-05-21 01:36:16
81.37,33.0,73608.99,230.36,Cross-group regional website,New Teresa,Male,Saint Lucia,2016-06-16 02:01:24
79.97,52.0,27073.27,176.7,Enhanced optimizing website,Jeffreyshire,Male,Cayman Islands,2016-01-25 07:39:41
67.69,36.0,79332.33,113.8,Expanded radical software,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-04-28 22:54:37
44.11,28.0,45716.48,196.83,Pre-emptive value-added workforce,North Destiny,Male,Italy,2016-02-10 20:43:38
79.52,44.0,75535.14,182.2,Robust dedicated system engine,West Shaun,Male,Ethiopia,2016-06-17 09:58:46
55.6,29.0,72209.99,166.86,Automated full-range Internet solution,Port Julie,Male,Tokelau,2016-07-23 04:04:42
37.75,33.0,47357.39,178.75,Optimized coherent Internet solution,New Tammy,Male,Saint Lucia,2016-07-03 12:57:03
51.38,28.0,43881.73,172.81,Compatible systemic function,Adamside,Female,Poland,2016-02-03 23:47:56
66.4,46.0,51868.85,124.85,Compatible intermediate concept,East Breannafurt,Female,Barbados,2016-07-07 13:37:34
66.4,38.0,50147.72,154.75,Enterprise-wide bi-directional secured line,North Ricardotown,Female,Lithuania,2016-05-09 07:13:27
65.65,33.0,72683.35,178.75,Optimized coherent Internet solution,North Elizabeth,Male,Senegal,2016-02-26 23:44:44
40.17,22.0,51633.34,217.37,Right-sized transitional parallelism,Hartport,Female,Eritrea,2016-02-20 20:47:05
55.6,29.0,44490.09,238.63,Polarized 6thgeneration info-mediaries,West Shannon,Male,Kuwait,2016-07-15 15:43:36
58.18,54.0,45716.48,242.37,Compatible systemic function,Pattymouth,Male,Liberia,2016-04-22 20:32:17
59.22,25.0,64238.71,241.36,Quality-focused hybrid frame,Erikville,Male,Marshall Islands,2016-03-24 06:36:52
77.88,36.0,79332.33,113.8,Centralized asynchronous portal,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-04-28 22:54:37
55.39,33.0,23821.72,178.75,Optimized coherent Internet solution,New Teresa,Male,Vanuatu,2016-04-29 18:53:43
74.53,30.0,55336.18,162.05,Sharable grid-enabled matrix,Yangside,Male,United States Minor Outlying Islands,2016-02-11 17:02:07
46.28,25.0,43450.11,241.36,Upgradable heuristic system engine,West Wendyland,Male,Marshall Islands,2016-03-24 06:36:52
53.44,40.0,56457.01,208.23,Managed impactful definition,Bakerhaven,Male,Bolivia,2016-01-02 14:36:03
58.6,50.0,65791.17,211.56,Pre-emptive client-driven secured line,Austinborough,Male,Niger,2016-01-04 21:48:38
75.55,36.0,69874.18,142.23,Expanded radical software,New Rebecca,Male,Turkey,2016-04-17 06:58:18
42.44,28.0,45716.48,254.34,Switchable 3rdgeneration hub,New Darlene,Male,Vietnam,2016-03-27 03:59:26
77.5,44.0,45716.48,200.28,Secured clear-thinking middleware,Port Joshuafort,Male,Netherlands Antilles,2016-06-01 12:27:17
58.6,32.0,53700.57,148.61,Down-sized background groupware,New Sheila,Female,Afghanistan,2016-03-08 05:48:20
81.45,31.0,43881.73,223.28,Reactive tangible contingency,Hayesmouth,Female,Finland,2016-02-17 21:55:29
48.22,40.0,64147.86,182.11,Seamless intangible secured line,Ashleymouth,Female,Guatemala,2016-04-27 04:28:17
44.11,38.0,73207.15,154.75,Enterprise-wide bi-directional secured line,North Ricardotown,Female,Cyprus,2016-06-18 17:56:32
81.1,33.0,66187.58,228.76,Seamless cohesive conglomeration,Cranemouth,Female,Reunion,2016-03-07 22:32:15
73.89,39.0,23975.35,133.2,Sharable bottom-line solution,Roberttown,Male,Australia,2016-06-01 03:17:50
47.0,49.0,43881.73,200.28,Universal incremental array,East Heatherside,Female,Christmas Island,2016-02-03 23:47:56
77.05,52.0,49206.4,172.83,Advanced full-range migration,East Yvonnechester,Female,Mayotte,2016-01-25 07:39:41
63.11,34.0,77220.42,229.88,Fully-configurable high-level implementation,Jeremyshire,Male,Bahrain,2016-02-01 17:24:57
67.69,39.0,46239.14,138.87,Centralized neutral neural-net,Birdshire,Female,Portugal,2016-04-10 00:13:47
44.11,38.0,73207.15,120.63,Enterprise-wide bi-directional secured line,North Ricardotown,Female,Cyprus,2016-06-18 17:56:32
44.11,46.0,64698.58,123.24,Advanced full-range migration,East Breannafurt,Female,Barbados,2016-03-28 19:48:37
66.4,26.0,65576.05,218.49,Quality-focused bi-directional throughput,Port Daniel,Female,Cyprus,2016-03-25 08:40:15
85.84,34.0,46737.34,122.31,Vision-oriented methodical support,Jeremyshire,Male,Switzerland,2016-05-18 01:00:52
55.55,26.0,72683.35,227.53,Face-to-face multimedia success,Suzannetown,Male,Liechtenstein,2016-04-18 21:07:28
46.28,25.0,43450.11,117.3,Enterprise-wide tangible model,Nelsonfurt,Male,Moldova,2016-02-07 07:41:06
76.44,28.0,45716.48,196.83,Compatible systemic function,Port Stacey,Female,Montserrat,2016-02-03 23:47:56
78.64,27.0,48761.14,203.84,Self-enabling multimedia system engine,Kennedyfurt,Male,Tokelau,2016-02-04 02:13:52
59.13,29.0,60575.99,228.78,Quality-focused hybrid frame,Johnstonmouth,Female,Hong Kong,2016-04-07 03:56:16
41.49,52.0,53575.48,176.7,Proactive interactive service-desk,East Heatherside,Female,Christmas Island,2016-04-13 13:04:47
41.73,25.0,63429.18,121.81,Polarized 6thgeneration info-mediaries,Wilcoxport,Male,Moldova,2016-01-26 03:56:18
76.44,28.0,45716.48,196.83,Operative scalable emulation,East Paul,Male,Montserrat,2016-02-03 23:47:56
57.05,41.0,38641.2,156.3,Ameliorated contextually-based collaboration,Perezland,Female,Greece,2016-02-26 06:00:16
75.55,36.0,69874.18,136.64,Ergonomic multi-state structure,Garciaside,Male,Saint Helena,2016-07-11 13:23:37
66.49,29.0,60575.99,166.86,Quality-focused hybrid frame,East Heidi,Female,Hong Kong,2016-04-07 03:56:16
60.7,34.0,50038.65,124.85,Seamless bandwidth-monitored knowledge user,New Sheila,Female,Tajikistan,2016-06-01 12:27:17
61.72,31.0,66269.49,223.28,Fully-configurable incremental Graphical User Interface,Davieshaven,Female,Hong Kong,2016-04-06 11:24:21
56.46,52.0,51600.47,176.7,Enhanced optimizing website,Benjaminchester,Male,Lao People's Democratic Republic,2016-03-21 11:02:49
56.56,28.0,47510.42,172.81,Automated multi-state toolset,New Darlene,Female,Poland,2016-02-03 23:47:56
47.23,34.0,50038.65,229.88,De-engineered mobile infrastructure,Andersonchester,Female,Samoa,2016-04-15 14:45:48
76.44,28.0,45716.48,196.83,Synergized well-modulated Graphical User Interface,Hartmanchester,Female,Malawi,2016-05-03 01:09:01
80.22,30.0,55336.18,222.11,Expanded clear-thinking core,Port Anthony,Female,Bolivia,2016-02-04 03:10:17
73.46,55.0,61770.34,151.95,Front-line multi-state hub,West Joseph,Female,Luxembourg,2016-06-09 19:32:27
70.09,39.0,46239.14,131.29,Streamlined next generation implementation,Jacobstad,Female,Australia,2016-06-09 19:32:27
76.44,28.0,45716.48,196.83,Synchronized human-resource moderator,West Joseph,Male,Fiji,2016-02-03 23:47:56
43.88,45.0,59550.05,209.72,Polarized 5thgeneration matrix,South Tiffanyton,Female,Afghanistan,2016-04-18 00:49:33
70.09,31.0,66269.49,119.03,Implemented context-sensitive Local Area Network,East Ericport,Female,Colombia,2016-04-16 08:36:08
76.44,44.0,45716.48,141.89,Monitored real-time superstructure,East Heatherside,Male,Ukraine,2016-04-18 07:00:38
55.55,38.0,62792.43,120.63,Decentralized client-driven data-warehouse,West Justin,Female,Cyprus,2016-01-05 20:58:42
77.25,49.0,50147.72,216.03,De-engineered tertiary secured line,West Joseph,Male,Wallis and Futuna,2016-02-04 02:13:52
76.44,28.0,45716.48,196.83,Compatible systemic function,Lake Adrian,Female,Poland,2016-02-03 23:47:56
48.09,55.0,43450.11,151.95,Front-line multi-state hub,West Joseph,Male,Luxembourg,2016-02-11 23:45:01
38.65,36.0,67132.46,202.25,Up-sized tertiary contingency,East Johnport,Male,Saint Helena,2016-04-28 22:54:37
79.82,25.0,45716.48,160.49,Face-to-face even-keeled website,Port Beth,Male,Mali,2016-07-05 22:33:48
41.73,53.0,72683.35,140.95,Mandatory disintermediate utilization,Bradshawborough,Male,Uganda,2016-05-26 15:40:12
44.11,54.0,74780.74,220.48,Ameliorated user-facing help-desk,Tracyhaven,Male,Liberia,2016-05-19 04:23:41
78.68,30.0,55336.18,247.31,Fully-configurable context-sensitive Graphic Interface,Michaelmouth,Male,Mongolia,2016-02-11 17:02:07
46.28,41.0,25739.09,109.34,Managed well-modulated collaboration,New Karenberg,Female,Tanzania,2016-05-21 01:36:16
79.52,52.0,27073.27,176.7,Enhanced optimizing website,West Rhondamouth,Male,Bulgaria,2016-03-21 11:02:49
75.55,36.0,79332.33,202.25,Optimized intermediate help-desk,Garciaside,Male,Svalbard & Jan Mayen Islands,2016-04-28 22:54:37
58.6,50.0,50439.49,175.37,Enterprise-wide foreground emulation,Olsonside,Female,Barbados,2016-02-01 20:30:35
44.11,38.0,57846.68,154.75,Enterprise-wide bi-directional secured line,North Ricardotown,Female,Liberia,2016-06-18 17:56:32
69.78,30.0,70592.81,105.69,Expanded clear-thinking core,New Tyler,Female,Bolivia,2016-02-04 03:10:17
35.49,30.0,57594.7,162.05,Realigned reciprocal framework,West David,Male,Tokelau,2016-02-11 17:02:07
77.88,49.0,65576.05,243.37,Centralized neutral neural-net,South Blakestad,Female,Qatar,2016-04-10 00:13:47
80.05,36.0,57846.68,202.25,Centralized asynchronous portal,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-03-08 05:48:20
78.84,44.0,45716.48,183.85,Compatible systemic function,Port Joshuafort,Male,Liberia,2016-07-05 22:33:48
42.44,22.0,50147.72,217.37,Business-focused value-added definition,Hartport,Female,Eritrea,2016-02-09 22:04:54
78.76,32.0,55015.08,148.61,Down-sized background groupware,New Denisebury,Female,Afghanistan,2016-04-18 00:49:33
73.1,27.0,36037.33,209.25,Multi-tiered mobile encoding,West Dennis,Male,France,2016-02-04 02:13:52
50.32,40.0,64147.86,182.11,Seamless intangible secured line,Ashleymouth,Female,Bahamas,2016-04-27 04:28:17
58.6,38.0,73207.15,154.75,Enterprise-wide bi-directional secured line,North Ricardotown,Female,Vietnam,2016-05-09 07:13:27
89.8,30.0,55336.18,214.08,Stand-alone national attitude,West David,Male,United States Minor Outlying Islands,2016-06-03 21:43:21
73.89,40.0,64147.86,222.08,Seamless intangible secured line,Ashleymouth,Female,Bahamas,2016-06-09 21:43:05
40.19,45.0,43974.49,172.83,Advanced full-range migration,North Randy,Female,Bahamas,2016-02-03 10:40:27
50.32,40.0,64147.86,208.23,Seamless intangible secured line,Timothytown,Female,Bahamas,2016-04-27 04:28:17
76.2,32.0,60188.38,108.17,Up-sized next generation architecture,New Denisebury,Female,Afghanistan,2016-04-18 00:49:33
32.99,45.0,39939.39,196.76,Intuitive explicit firmware,Jeremyshire,Male,Switzerland,2016-04-20 21:49:22
67.69,52.0,60333.38,258.26,Proactive interactive service-desk,East Heatherside,Female,Papua New Guinea,2016-06-17 09:58:46
82.52,32.0,60188.38,219.98,Optimized coherent Internet solution,New Denisebury,Male,Turkmenistan,2016-04-18 00:49:33
59.22,42.0,59419.78,152.24,De-engineered mobile infrastructure,Port Beth,Female,Fiji,2016-04-21 12:34:28
41.73,47.0,48376.14,151.95,Configurable tertiary budgetary management,West Joseph,Male,Timor-Leste,2016-01-14 14:00:09
67.69,39.0,36752.24,131.29,User-friendly upward-trending intranet,East Benjaminville,Female,Cambodia,2016-03-18 17:35:40
55.6,29.0,72209.99,238.63,Pre-emptive systematic budgetary management,Carterton,Male,Cameroon,2016-03-15 11:25:48
65.65,27.0,64008.55,239.22,Business-focused value-added definition,South Ronald,Female,Mongolia,2016-06-17 09:38:22
37.65,36.0,57846.68,202.25,Innovative user-facing extranet,South Corey,Male,Saint Helena,2016-04-28 22:54:37
67.69,39.0,46239.14,138.87,Centralized neutral neural-net,Palmerside,Female,Anguilla,2016-01-13 20:38:35
80.05,38.0,63336.85,154.75,Networked client-server solution,East Lindsey,Male,Ireland,2016-04-06 23:10:40
59.05,29.0,60575.99,115.91,Quality-focused hybrid frame,Johnstonmouth,Female,Liechtenstein,2016-04-07 03:56:16
62.26,46.0,46500.11,212.3,Self-enabling zero administration neural-net,Ericksonmouth,Male,Mongolia,2016-06-16 02:01:24
68.1,40.0,13996.5,150.99,Managed impactful definition,Bakerhaven,Male,Bolivia,2016-06-09 21:43:05
79.71,34.0,70232.95,229.88,De-engineered mobile infrastructure,West Robertside,Female,Afghanistan,2016-05-05 09:28:36
67.69,29.0,58909.36,120.25,Quality-focused hybrid frame,Johnstonmouth,Female,Hong Kong,2016-04-07 03:56:16
51.38,47.0,43881.73,158.56,Synergized clear-thinking protocol,Rhondaborough,Female,Malawi,2016-03-10 23:26:54
84.0,40.0,62161.26,236.08,Networked client-server solution,Bakerhaven,Male,Singapore,2016-07-16 14:13:54
54.37,43.0,55121.65,220.05,Automated multi-state toolset,Rivasland,Female,Poland,2016-02-03 23:47:56
44.11,38.0,47861.93,154.75,Up-sized asymmetric firmware,North Ricardotown,Female,Cyprus,2016-05-09 07:13:27
43.88,34.0,70232.95,229.88,De-engineered mobile infrastructure,Jonesland,Female,Lebanon,2016-04-18 00:49:33
76.44,28.0,45716.48,141.89,Compatible systemic function,West Joseph,Male,Liberia,2016-02-03 23:47:56
55.6,29.0,72209.99,238.63,Function-based fault-tolerant model,West Derekmouth,Male,Burundi,2016-07-15 15:43:36
76.44,44.0,45716.48,141.89,Monitored real-time superstructure,Port Joshuafort,Male,Liberia,2016-06-01 12:27:17
60.23,57.0,55605.92,182.11,Proactive next generation knowledge user,Perezland,Female,Bahamas,2016-06-24 21:09:58
46.28,26.0,62060.11,208.02,Quality-focused bi-directional throughput,South Blakestad,Female,Cambodia,2016-01-11 12:46:31
77.88,32.0,65791.17,229.88,Horizontal high-level concept,New Denisebury,Male,Grenada,2016-05-28 12:20:15
50.18,35.0,39699.13,267.01,Managed disintermediate matrices,North Kennethside,Male,Gibraltar,2016-06-28 09:19:06
48.22,23.0,53185.34,166.86,Polarized 5thgeneration matrix,New Tinamouth,Female,Luxembourg,2016-06-20 08:34:46
58.18,44.0,45716.48,141.89,Compatible systemic function,Port Joshuafort,Male,Liberia,2016-06-17 09:58:46
76.7,31.0,44490.09,238.1,Synergized well-modulated Graphical User Interface,Tylerport,Male,Macedonia,2016-05-27 05:23:26
68.95,35.0,39699.13,148.61,Exclusive multi-state Internet solution,North Raymond,Female,Micronesia,2016-04-24 01:48:21
36.98,32.0,51013.37,198.45,Optimized coherent Internet solution,New Denisebury,Male,Turkmenistan,2016-03-17 22:24:02
55.39,44.0,65956.71,110.66,Optional tangible productivity,East Jessefort,Male,Estonia,2016-02-04 02:13:52
56.2,27.0,68962.32,239.22,Business-focused value-added definition,Portermouth,Female,Anguilla,2016-04-06 11:24:21
38.35,44.0,27073.27,182.2,Visionary multi-tasking alliance,West Shaun,Male,Kazakhstan,2016-06-17 17:11:16
43.41,45.0,59550.05,185.45,Horizontal heuristic synergy,Jonesland,Female,Ethiopia,2016-07-23 05:21:39
62.26,41.0,46473.14,176.7,Enhanced optimizing website,Alvaradoport,Male,Turkmenistan,2016-06-29 21:39:42
71.14,30.0,47929.83,214.08,Grass-roots transitional flexibility,West David,Male,Cameroon,2016-02-11 17:02:07
72.6,26.0,62060.11,182.65,Proactive 5thgeneration frame,Tranland,Female,Ghana,2016-01-19 12:18:13
60.7,33.0,70203.74,218.17,Seamless cohesive conglomeration,Taylormouth,Female,Senegal,2016-06-28 12:51:02
69.57,31.0,40478.83,212.67,Universal incremental array,Port Melissastad,Male,Finland,2016-02-03 23:47:56
76.44,28.0,45716.48,196.83,Synergized clear-thinking protocol,Adamside,Female,Poland,2016-02-03 23:47:56
75.55,36.0,65883.39,136.64,Phased full-range hardware,Brownview,Female,Czech Republic,2016-02-06 23:08:57
53.38,33.0,39699.13,210.53,Optimized coherent Internet solution,North Kennethside,Male,Syrian Arab Republic,2016-05-12 12:11:12
69.01,35.0,41768.13,267.01,Phased zero-defect portal,Murphymouth,Female,Micronesia,2016-07-04 11:03:49
79.91,32.0,50628.31,198.45,Optimized coherent Internet solution,New Denisebury,Male,United States Minor Outlying Islands,2016-03-30 20:23:48
83.17,35.0,45522.44,148.61,Reactive impactful challenge,Curtisport,Female,Micronesia,2016-04-24 01:48:21
55.6,29.0,66574.0,238.63,Function-based fault-tolerant model,West Shannon,Male,Finland,2016-03-18 17:35:40
76.44,53.0,67511.86,176.7,Cross-group human-resource time-frame,Port Joshuafort,Male,Norway,2016-06-17 09:58:46
48.86,23.0,34127.21,151.95,Front-line multi-state hub,West Joseph,Female,Ghana,2016-05-10 04:28:55
76.2,35.0,23942.61,127.2,Reactive impactful challenge,Phillipsbury,Female,Barbados,2016-01-04 21:48:38
71.9,29.0,60575.99,138.87,Exclusive zero tolerance alliance,Contrerasshire,Female,Hong Kong,2016-04-16 08:36:08
71.9,36.0,55121.65,132.27,Public-key asynchronous matrix,Port Eugeneport,Female,Czech Republic,2016-07-23 05:21:39
56.56,42.0,66359.32,203.74,Proactive interactive service-desk,Port Beth,Male,Peru,2016-07-05 22:33:48
79.52,37.0,67511.86,141.89,Enterprise-wide tangible model,West Brenda,Male,Turkey,2016-03-23 21:06:51
78.76,32.0,79484.8,198.45,Reactive impactful challenge,New Denisebury,Female,Afghanistan,2016-03-08 05:48:20
56.91,45.0,60309.58,150.77,Phased full-range hardware,Hernandezside,Female,Ethiopia,2016-01-26 03:56:18
59.22,25.0,63102.19,119.3,Quality-focused hybrid frame,Lake Jonathanview,Female,Guinea,2016-01-05 20:58:42
55.39,53.0,62060.11,195.69,Robust dedicated system engine,Perezland,Female,Zambia,2016-02-08 10:46:14
76.44,28.0,45716.48,196.83,Compatible systemic function,Adamside,Female,Montserrat,2016-02-03 23:47:56
60.7,33.0,47357.39,210.53,Polarized tangible collaboration,Richardshire,Female,Senegal,2016-03-07 22:32:15
41.73,47.0,60812.77,109.98,Front-line actuating functionalities,East Yvonnechester,Female,Afghanistan,2016-04-25 07:30:21
64.38,29.0,51049.47,238.63,Quality-focused optimizing parallelism,Kristinfurt,Male,Cameroon,2016-07-15 15:43:36
58.6,22.0,57877.15,217.37,Right-sized transitional parallelism,Hartport,Female,Eritrea,2016-05-31 23:32:00
41.73,44.0,45716.48,141.89,Monitored real-time superstructure,Port Joshuafort,Male,Christmas Island,2016-01-26 03:56:18
47.23,30.0,55336.18,228.81,Integrated 3rdgeneration monitoring,Jacobstad,Female,Austria,2016-06-24 21:09:58
71.27,36.0,79332.33,202.25,Optimized intermediate help-desk,Garciaside,Male,Svalbard & Jan Mayen Islands,2016-07-11 13:23:37
41.73,26.0,45716.48,141.89,Future-proofed coherent budgetary management,West Joseph,Male,Montserrat,2016-02-03 23:47:56
66.89,34.0,70232.95,226.74,Seamless cohesive conglomeration,Mataberg,Female,Jersey,2016-03-27 00:53:11
56.2,27.0,66773.83,106.86,Sharable encompassing database,South Ronald,Female,Anguilla,2016-01-19 12:18:13
65.65,30.0,51013.37,214.08,Stand-alone national attitude,West David,Male,Mongolia,2016-03-06 06:51:23
76.44,42.0,66359.32,123.28,De-engineered mobile infrastructure,Port Beth,Female,Anguilla,2016-07-05 22:33:48
83.4,29.0,50147.72,259.76,Quality-focused hybrid frame,Johnstonmouth,Female,Hong Kong,2016-01-22 12:58:14
69.78,30.0,70547.16,105.69,Customer-focused upward-trending contingency,New Tyler,Female,Bolivia,2016-02-04 03:10:17
51.38,22.0,46179.97,217.37,Business-focused value-added definition,Hartport,Male,Cote d'Ivoire,2016-01-14 00:23:10
72.6,26.0,72683.35,182.65,Open-source scalable protocol,Port Calvintown,Male,Zimbabwe,2016-04-18 21:07:28
35.76,27.0,64008.55,239.22,Polarized analyzing intranet,South Ronald,Female,Anguilla,2016-04-06 11:24:21
39.85,37.0,52691.79,115.37,Enterprise-wide tangible model,East Theresashire,Male,Burkina Faso,2016-02-07 07:41:06
78.84,22.0,46179.97,217.37,Business-focused value-added definition,Jeremybury,Male,Eritrea,2016-01-05 17:56:52
82.79,29.0,63450.96,228.78,Managed 5thgeneration time-frame,Johnstonmouth,Female,Hong Kong,2016-04-30 15:27:22
72.03,54.0,31072.44,214.74,Proactive local focus group,New Frankshire,Female,Czech Republic,2016-04-27 04:28:17
77.88,30.0,43241.19,198.45,Future-proofed coherent budgetary management,South Blakestad,Female,Portugal,2016-03-18 17:35:40
74.87,33.0,47357.39,210.53,Polarized tangible collaboration,East Aaron,Female,Austria,2016-01-21 04:30:43
40.19,45.0,59550.05,199.29,Public-key asynchronous matrix,New Tinamouth,Female,Ethiopia,2016-06-15 11:56:41
69.78,52.0,46473.14,176.7,Enhanced optimizing website,Jeffreyshire,Male,Mayotte,2016-04-13 13:04:47
68.25,53.0,66359.32,145.85,De-engineered mobile infrastructure,Lake Jasonchester,Female,France,2016-01-30 09:54:03
39.85,51.0,66359.32,185.85,Managed well-modulated collaboration,Lake Jasonchester,Male,Faroe Islands,2016-06-29 10:50:45
56.39,33.0,63296.87,210.53,Optimized coherent Internet solution,East Timothyport,Male,Senegal,2016-06-09 21:43:05
76.44,58.0,45716.48,183.85,Synergized well-modulated Graphical User Interface,Rhondaborough,Female,Australia,2016-02-11 02:40:02
42.44,38.0,63336.85,120.63,Enterprise-wide bi-directional secured line,West Justin,Male,Cameroon,2016-03-02 15:39:02
44.11,41.0,57877.15,108.1,Managed well-modulated collaboration,South Ronald,Female,Greece,2016-01-05 20:58:42
44.98,34.0,77220.42,221.53,Vision-oriented methodical support,Edwardsport,Male,Bosnia and Herzegovina,2016-04-10 06:32:11
56.56,51.0,66359.32,126.44,Managed well-modulated collaboration,New Karenberg,Male,Faroe Islands,2016-05-21 01:36:16
84.0,31.0,70495.64,228.78,Universal incremental array,Paulport,Male,Hong Kong,2016-06-07 01:29:06
51.95,33.0,57518.73,210.53,Proactive next generation knowledge user,Taylormouth,Female,Guatemala,2016-01-08 08:08:47
52.17,34.0,73941.91,122.31,Versatile scalable encryption,Jeremyshire,Male,Bosnia and Herzegovina,2016-06-15 05:30:13
54.37,25.0,45959.86,129.25,Managed well-modulated collaboration,Rivasland,Female,Australia,2016-05-03 01:09:01
66.4,42.0,48467.68,124.32,Proactive interactive service-desk,East Heatherside,Female,Peru,2016-07-05 22:33:48
76.44,44.0,45716.48,141.89,Monitored real-time superstructure,Port Joshuafort,Female,Netherlands Antilles,2016-02-06 17:48:28
76.44,51.0,61142.33,121.57,Managed well-modulated collaboration,New Karenberg,Female,Tanzania,2016-05-21 01:36:16
88.89,50.0,65791.17,211.56,Enterprise-wide foreground emulation,Florestown,Male,Grenada,2016-03-28 19:48:37
68.18,30.0,55499.69,197.33,Realigned reciprocal framework,West David,Male,Mongolia,2016-03-06 06:51:23
55.39,52.0,23821.72,258.26,Intuitive explicit conglomeration,East Jessefort,Female,Liberia,2016-07-21 16:02:40
75.42,26.0,62060.11,182.65,Persistent even-keeled application,Kristinfurt,Female,Anguilla,2016-04-18 03:41:56
55.39,24.0,68962.32,195.69,Profit-focused secondary portal,West Michaelport,Female,Zambia,2016-06-24 21:09:58
75.55,45.0,48206.04,113.69,Phased full-range hardware,West Terrifurt,Male,Czech Republic,2016-07-11 13:23:37
77.88,30.0,55336.18,198.45,Stand-alone national attitude,Port James,Female,Mongolia,2016-06-03 21:43:21
76.44,41.0,65186.58,109.34,Horizontal hybrid challenge,Port Melissastad,Male,Faroe Islands,2016-06-16 18:04:51
50.33,50.0,65791.17,250.2,Pre-emptive content-based focus group,Austinborough,Male,Niger,2016-01-30 04:38:41
47.23,33.0,41547.62,178.75,Focused multimedia implementation,New Teresa,Male,Saint Lucia,2016-02-26 23:44:44
76.44,31.0,40478.83,183.85,Function-based transitional complexity,West Joseph,Male,Liberia,2016-02-03 23:47:56
83.17,44.0,62060.11,200.28,Streamlined homogeneous analyzer,West Joseph,Female,Afghanistan,2016-06-09 19:32:27
46.28,50.0,65791.17,149.67,Enterprise-wide foreground emulation,Danielview,Male,Barbados,2016-06-16 02:01:24
